Specialty,Specialty Code,Package Code,Package Name,Procedure Code,Procedure Name,Procedure Price
Neo - natal Care,MN,M300004,MN004,Advanced Neonatal Care Package:,"Babies with birthweight of 1200-1499 g or Babies of any birthweight with at least one of the following conditions: • Any condition requiring invasive ventilation longer than 24 hours • Hypoxic Ischemic encephalopathy requiring Therapeutic Hypothermia • Cardiac rhythm disorders needing intervention (the cost of cardiac surgery or implant will be covered under cardiac surgery packages) • Sepsis with complications such as meningitis or bone and joint infection, DIC or shock • Renal failure requiring dialysis • Inborn errors of metabolism Mother's stay and food in the hospital for breastfeeding, family centred care and (Kangaroo Mother Care) KMC is mandatory and included in the package rate MN004A Advanced Neonatal Care Package: Babies with birthweight of 1200-1499 g or Babies of any birthweight with at least one of the following conditions: • Any condition requiring invasive ventilation longer than 24 hours • Hypoxic Ischemic encephalopathy requiring Therapeutic Hypothermia • Cardiac rhythm disorders needing intervention (the cost of cardiac surgery or implant will be covered under cardiac surgery packages) • Sepsis with complications such as meningitis or bone and joint infection, DIC or shock • Renal failure requiring dialysis • Inborn errors of metabolism Mother's stay and food in the hospital for breastfeeding, family centred care and (Kangaroo Mother Care) KMC is mandatory and included in the package rate",6000
Neo - natal Care,MN,M300005,MN005,Critical Care Neonatal Package:,"Babies with birthweight of <1200 g or Babies of any birthweight with at least one of the following conditions: • Severe Respiratory Failure requiring High Frequency Ventilation or inhaled Nitric Oxide (iNO) • Multisystem failure requiring multiple organ support including mechanical ventilation and multiple inotropes • Critical congenital heart disease Mother's stay and food in the hospital for breastfeeding, family centred care and (Kangaroo Mother Care) KMC is mandatory and included in the package rate MN005A Critical Care Neonatal Package: Babies with birthweight of <1200 g or Babies of any birthweight with at least one of the following conditions: • Severe Respiratory Failure requiring High Frequency Ventilation or inhaled Nitric Oxide (iNO) • Multisystem failure requiring multiple organ support including mechanical ventilation and multiple inotropes • Critical congenital heart disease Mother's stay and food in the hospital for breastfeeding, family centred care and (Kangaroo Mother Care) KMC is mandatory and included in the package rate",7000
Neo - natal Care,MN,M300006,MN006,Chronic Care Package: If the baby requires stay,"beyond the upper limit of usual stay in Package no MN004A or MN005A for conditions like severe BPD requiring respiratory support, severe NEC requiring prolonged TPN support MN006A Chronic Care Package: If the baby requires stay beyond the upper limit of usual stay in Package no MN004A or MN005A for conditions like severe BPD requiring respiratory support, severe NEC requiring prolonged TPN support",3000
Neo - natal Care,MN,M300007,MN007,High Risk Newborn Post Discharge Care Package,(Protocol Driven) MN007A High Risk Newborn Post Discharge Care Package (Protocol Driven),2400
Neo - natal Care,MN,M300008,MN008,Laser Therapy for Retinopathy of Prematurity,(Irrespective of no. of eyes affected) - per session MN008A Laser Therapy for Retinopathy of Prematurity (Irrespective of no. of eyes affected) - per session,1500
Neo - natal Care,MN,M300009,MN009,Advanced Surgery for Retinopathy of Prematurity,MN009A Advanced Surgery for Retinopathy of Prematurity,15000
Neo - natal Care,MN,M300010,MN010,Ventriculoperitoneal Shunt Surgery (VP) or Omaya,Reservoir or External Drainage for Hydrocephalus MN010A Ventriculoperitoneal Shunt Surgery (VP) or Omaya Reservoir or External Drainage for Hydrocephalus,5000
Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001A Cyclophosphamide + Epirubcin,7200
Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001B Weekly Paclitaxel for Adjuvant Therapy,5800
Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001C Weekly Paclitaxel in metastatic setting,5800
Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001D Cyclophosphamide + Methotrexate + 5 - FU,3200
Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001E Docetaxel + Cyclophosphamide,19800
Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001F Trastuzumab,21200
Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001G Tamoxifen,1200
Page 5,Consolidated Master,Medical Oncology,MO,New Package,MO001 CT for CA Breast MO001H Letrozole,3900
Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001I Carboplatin + Paclitaxel,14900
Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001J Capecitabine,7400
Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001K Carboplatin + Gemcitabine,13900
Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001L Cyclophosphamide + Adriamycin,4500
Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001M Fulvestrant,11000
Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001N Paclitaxel,11800
Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001O Exemestane,10400
Medical Oncology,MO,New Package,MO002,CT for Metastatic bone malignancy and multiple,myeloma MO002A Zoledronic Acid,4500
Medical Oncology,MO,New Package,MO003,CT for CA Ovary,MO003A Cisplatin + Irinotecan,10200
Medical Oncology,MO,New Package,MO003,CT for CA Ovary,MO003B Lipodox + Carboplatin,17200
Medical Oncology,MO,New Package,MO003,CT for CA Ovary,MO003C Etoposide,3400
Medical Oncology,MO,New Package,MO003,CT for CA Ovary,MO003D Irinotecan,8400
Medical Oncology,MO,New Package,MO003,CT for CA Ovary,MO003E Lipodox,14800
Medical Oncology,MO,New Package,MO003,CT for CA Ovary,MO003F Carboplatin + Gemcitabine,13900
Medical Oncology,MO,New Package,MO003,CT for CA Ovary,MO003G Carboplatin + Paclitaxel,14700
Medical Oncology,MO,New Package,MO004,CT for Germ Cell Tumor,MO004A Carboplatin (AUC 7),5800
Medical Oncology,MO,New Package,MO004,CT for Germ Cell Tumor,MO004B Bleomycin + Etoposide + Cisplatin,11600
Medical Oncology,MO,New Package,MO004,CT for Germ Cell Tumor,MO004C Etoposide + Cisplatin,10000
Medical Oncology,MO,New Package,MO004,CT for Germ Cell Tumor,MO004D Gemcitabine + Oxaliplatin,17500
Medical Oncology,MO,New Package,MO004,CT for Germ Cell Tumor,MO004E Gemcitabine + Paclitaxel,17500
Medical Oncology,MO,New Package,MO004,CT for Germ Cell Tumor,MO004F Paclitaxel + Ifosfamide + Cisplatin,24400
Medical Oncology,MO,New Package,MO004,CT for Germ Cell Tumor,MO004G Vinblastin + Ifosfamide + Cisplatin,12600
Medical Oncology,MO,New Package,MO005,CT for Gestational Trophoblastic Neoplasia,MO005A EMA - CO,11400
Medical Oncology,MO,New Package,MO005,CT for Gestational Trophoblastic Neoplasia,MO005B EMA - EP,12200
Medical Oncology,MO,New Package,MO005,CT for Gestational Trophoblastic Neoplasia,MO005C Methotrexate,1100
Medical Oncology,MO,New Package,MO006,CT for Cervical Cancer,MO006A Carboplatin + Paclitaxel,14900
Medical Oncology,MO,New Package,MO006,CT for Cervical Cancer,MO006B Cisplatin,2200
Medical Oncology,MO,New Package,MO007,CT for Endometrial Cancer,MO007A Carboplatin + Paclitaxel,14900
Medical Oncology,MO,New Package,MO007,CT for Endometrial Cancer,MO007B Cisplatin + Doxorubicin,4200
Medical Oncology,MO,New Package,MO008,CT for Vulvar Cancer,MO008A Cisplatin + 5 FU,7600
Medical Oncology,MO,New Package,MO008,CT for Vulvar Cancer,MO008B Cisplatin,2200
Medical Oncology,MO,New Package,MO009,CT for Ewing Sarcoma,MO009A VTC + ITMZ for Relapsed Ewing Sarcoma,22400
Medical Oncology,MO,New Package,MO009,CT for Ewing Sarcoma,MO009B EFT 2001,9700
Medical Oncology,MO,New Package,MO009,CT for Ewing Sarcoma,MO009C VAC + IE,12500
Medical Oncology,MO,New Package,MO010,CT for Osteogenic Sarcoma,MO010A Methotrexate + Doxorubicin + Cisplatin,21800
Medical Oncology,MO,New Package,MO010,CT for Osteogenic Sarcoma,MO010B Methotrexate + Doxorubicin + Cisplatin for Relapsed Osteogenic Sarcoma,27000
Medical Oncology,MO,New Package,MO010,CT for Osteogenic Sarcoma,MO010C OGS - 12,29600
Medical Oncology,MO,New Package,MO010,CT for Osteogenic Sarcoma,MO010D OGS - 12,36200
Medical Oncology,MO,New Package,MO011,CT for Soft Tissue Sarcoma,MO011A Gemcitabine + Docetaxel,30900
Medical Oncology,MO,New Package,MO011,CT for Soft Tissue Sarcoma,MO011B Ifosfamide+  Adriamycin,13700
Medical Oncology,MO,New Package,MO012,CT for Metastatic Melanoma,MO012A Dacarbazine + Cisplatin,7100
Medical Oncology,MO,New Package,MO012,CT for Metastatic Melanoma,MO012B Temozolamide,23100
Medical Oncology,MO,New Package,MO013,CT for Anal Cancer,MO013A 5 FU + Mitomycin C,10500
Medical Oncology,MO,New Package,MO013,CT for Anal Cancer,MO013B Capecitabine + Mitomycin C,13800
Medical Oncology,MO,New Package,MO013,CT for Anal Cancer,MO013C Cisplatin + 5 FU,7600
Medical Oncology,MO,New Package,MO013,CT for Anal Cancer,MO013D Carboplatin + Paclitaxel,14900
Medical Oncology,MO,New Package,MO013,CT for Anal Cancer,MO013E Cisplatin + Paclitaxel,13300
Medical Oncology,MO,New Package,MO014,CT for Colorectal Cancer,MO014A 5 FU + Leucovorin,4700
Medical Oncology,MO,New Package,MO014,CT for Colorectal Cancer,MO014B Capecitabine + Irinotecan,12500
Medical Oncology,MO,New Package,MO014,CT for Colorectal Cancer,MO014C Folfox,11100
Medical Oncology,MO,New Package,MO014,CT for Colorectal Cancer,MO014D Folfiri,8700
Medical Oncology,MO,New Package,MO014,CT for Colorectal Cancer,MO014E Capecitabine + Oxaliplatin,16500
Medical Oncology,MO,New Package,MO014,CT for Colorectal Cancer,MO014F Capecitabine,7200
Medical Oncology,MO,New Package,MO014,CT for Colorectal Cancer,MO014G Capecitabine,7300
Medical Oncology,MO,New Package,MO014,CT for Colorectal Cancer,MO014H Folfirinox,15100
Medical Oncology,MO,New Package,MO015,CT for Esophageal Cancer,MO015A Carboplatin + Paclitaxel,14900
Medical Oncology,MO,New Package,MO015,CT for Esophageal Cancer,MO015B Cisplatin + 5 FU,9600
Medical Oncology,MO,New Package,MO015,CT for Esophageal Cancer,MO015C Cisplatin + 5 FU,9600
Medical Oncology,MO,New Package,MO015,CT for Esophageal Cancer,MO015D Paclitaxel + Carboplatin for definitive Non - metastatic (With RT),25100
Medical Oncology,MO,New Package,MO015,CT for Esophageal Cancer,MO015E Paclitaxel + Carboplatin for metastatic (Without RT),25100
Medical Oncology,MO,New Package,MO016,CT for Esophageal / Stomach Cancer,MO016A Cisplatin + Docetaxel,12100
Medical Oncology,MO,New Package,MO016,CT for Esophageal / Stomach Cancer,MO016B Irinotecan,8300
Medical Oncology,MO,New Package,MO016,CT for Esophageal / Stomach Cancer,MO016C 5 FU,8000
Medical Oncology,MO,New Package,MO016,CT for Esophageal / Stomach Cancer,MO016D Capecitabine,7200
Medical Oncology,MO,New Package,MO016,CT for Esophageal / Stomach Cancer,MO016E CAPOX,16500
Medical Oncology,MO,New Package,MO016,CT for Esophageal / Stomach Cancer,MO016F Docetaxel + Cisplatin + 5 FU,16400
Medical Oncology,MO,New Package,MO016,CT for Esophageal / Stomach Cancer,MO016G Docetaxel + Cisplatin + Xeloda,19700
Medical Oncology,MO,New Package,MO016,CT for Esophageal / Stomach Cancer,MO016H Docetaxel + Oxaliplatin + 5 FU,20400
Medical Oncology,MO,New Package,MO016,CT for Esophageal / Stomach Cancer,MO016I Docetaxel + Oxaliplatin + Xeloda,24900
Medical Oncology,MO,New Package,MO016,CT for Esophageal / Stomach Cancer,MO016J Folfiri,8700
Medical Oncology,MO,New Package,MO016,CT for Esophageal / Stomach Cancer,MO016K Folfox,11100
Medical Oncology,MO,New Package,MO016,CT for Esophageal / Stomach Cancer,MO016L Paclitaxel,5800
Medical Oncology,MO,New Package,MO017,CT for Hepatocellular Carcinoma,MO017A Doxorubicin,10000
Medical Oncology,MO,New Package,MO017,CT for Hepatocellular Carcinoma,MO017B Sorafenib,7400
Medical Oncology,MO,New Package,MO018,CT for Panceratic Cancer,MO018A Gemcitabine + Nanopaclitaxel,23500
Medical Oncology,MO,New Package,MO018,CT for Panceratic Cancer,MO018B Gemcitabine,9000
Medical Oncology,MO,New Package,MO018,CT for Panceratic Cancer,MO018C Gemcitabine,9000
Medical Oncology,MO,New Package,MO018,CT for Panceratic Cancer,MO018D Folfirinox,15500
Medical Oncology,MO,New Package,MO018,CT for Panceratic Cancer,MO018E Capecitabine,7400
Medical Oncology,MO,New Package,MO018,CT for Panceratic Cancer,MO018F Capecitabine + Gemcitabine,31500
Medical Oncology,MO,New Package,MO019,CT for Gall Bladder Cancer / Cholangiocarcinoma,MO019A Capecitabine,7300
Medical Oncology,MO,New Package,MO019,CT for Gall Bladder Cancer / Cholangiocarcinoma,MO019B Cisplatin + Gemcitabine,10900
Medical Oncology,MO,New Package,MO019,CT for Gall Bladder Cancer / Cholangiocarcinoma,MO019C Folfiri,8900
Medical Oncology,MO,New Package,MO019,CT for Gall Bladder Cancer / Cholangiocarcinoma,MO019D Gemcitabine,9000
Medical Oncology,MO,New Package,MO019,CT for Gall Bladder Cancer / Cholangiocarcinoma,MO019E Gemcitabine,8900
Medical Oncology,MO,New Package,MO019,CT for Gall Bladder Cancer / Cholangiocarcinoma,MO019F Oxaliplatin + Gemcitabine,17100
Medical Oncology,MO,New Package,MO019,CT for Gall Bladder Cancer / Cholangiocarcinoma,MO019G CAPIRI,12600
Medical Oncology,MO,New Package,MO019,CT for Gall Bladder Cancer / Cholangiocarcinoma,MO019H Folfox,11300
Medical Oncology,MO,New Package,MO020,CT for Gastointestinal stromal tumor,MO020A Imatinib,19400
Medical Oncology,MO,New Package,MO020,CT for Gastointestinal stromal tumor,MO020B Sunitinib,24400
Medical Oncology,MO,New Package,MO021,CT for CA Brain,MO021A Temozolamide,13000
Medical Oncology,MO,New Package,MO021,CT for CA Brain,MO021B Temozolamide,67600
Medical Oncology,MO,New Package,MO022,CT for Mesothelioma,MO022A Gemcitabine + Cisplatin,11100
Medical Oncology,MO,New Package,MO022,CT for Mesothelioma,MO022B Pemetrexed + Cisplatin,9200
Medical Oncology,MO,New Package,MO022,CT for Mesothelioma,MO022C Pemetrexed + Carboplatin,10000
Medical Oncology,MO,New Package,MO023,CT for Thymic Carcinoma,MO023A Cisplatin + Etoposide,5300
Medical Oncology,MO,New Package,MO023,CT for Thymic Carcinoma,MO023B Cisplatin + Adriamycin,5000
Medical Oncology,MO,New Package,MO024,CT for CA Head & Neck,MO024A Cisplatin + Docetaxel,12400
Page 6,Consolidated Master,Medical Oncology,MO,New Package,MO024 CT for CA Head & Neck MO024B Cisplatin,9800
Medical Oncology,MO,New Package,MO024,CT for CA Head & Neck,MO024C Carboplatin + Gemcitabine,14300
Medical Oncology,MO,New Package,MO024,CT for CA Head & Neck,MO024D Docetaxel + Cisplatin + 5 FU,16500
Medical Oncology,MO,New Package,MO024,CT for CA Head & Neck,MO024E Docetaxel,15000
Medical Oncology,MO,New Package,MO024,CT for CA Head & Neck,MO024F Docetaxel,14400
Medical Oncology,MO,New Package,MO024,CT for CA Head & Neck,MO024G Etoposide + Carboplatin,7100
Medical Oncology,MO,New Package,MO024,CT for CA Head & Neck,MO024H Etoposide + Cisplatin,9200
